original_function,sequence,generated_completion_rule,generated_completion,generated_completion_matches,model_self_consistency_evaluation,model_completion,model_completion_matches
"{'fn': 'lambda x: 2 ** (2 * x)', 'offset': 1}","[4, 16, 64, 256]",lambda x: (4 ** x),1024,True,Y,1024,True
"{'fn': 'lambda x: 4 ** (1 * x)', 'offset': 2}","[16, 64, 256, 1024]",lambda x: (4 ** x) * 16,4096,True,Y,4096,True
"{'fn': 'lambda x: 2 ** (2 * x)', 'offset': 2}","[16, 64, 256, 1024]",lambda x: 16 * (4 ** (x-1)),4096,True,Y,4096,True
"{'fn': 'lambda x: 4 ** (1 * x)', 'offset': 3}","[64, 256, 1024, 4096]",lambda x: 4 ** (x + 2),16384,True,Y,16384,True
"{'fn': 'lambda x: 2 ** (2 * x)', 'offset': 3}","[64, 256, 1024, 4096]",lambda x: 4 ** (x + 2),16384,True,Y,16384,True
"{'fn': 'lambda x: (4 * x) + 1', 'offset': 0}","[1, 5, 9, 13]",lambda x: (4 * x) + 1,17,True,Y,17,True
"{'fn': 'lambda x: (4 * x) | 1', 'offset': 0}","[1, 5, 9, 13]",lambda x: (4 * x) + 1,17,True,Y,17,True
"{'fn': 'lambda x: (4 * x) + 1', 'offset': 1}","[5, 9, 13, 17]",lambda x: (4 * x) + 1,21,True,Y,21,True
"{'fn': 'lambda x: (4 * x) | 1', 'offset': 1}","[5, 9, 13, 17]",lambda x: (4 * x) + 1,21,True,Y,21,True
"{'fn': 'lambda x: (4 * x) + 1', 'offset': 2}","[9, 13, 17, 21]",lambda x: (4 * x) + 5,25,True,Y,25,True
"{'fn': 'lambda x: (4 * x) | 1', 'offset': 2}","[9, 13, 17, 21]",lambda x: (4 * x) + 5,25,True,Y,25,True
"{'fn': 'lambda x: (4 * x) + 1', 'offset': 3}","[13, 17, 21, 25]",lambda x: (4 * x) + 13,29,True,Y,29,True
"{'fn': 'lambda x: (4 * x) | 1', 'offset': 3}","[13, 17, 21, 25]",lambda x: (4 * x) + 9,29,True,Y,29,True
"{'fn': 'lambda x: (2 * x) * 1', 'offset': 1}","[2, 4, 6, 8]",lambda x: (x + 1) * 2,10,True,Y,10,True
"{'fn': 'lambda x: (2 * x) + 2', 'offset': 0}","[2, 4, 6, 8]",lambda x: (x * 2) + 2,10,True,Y,10,True
"{'fn': 'lambda x: (1 * x) * 2', 'offset': 1}","[2, 4, 6, 8]",lambda x: 2 * (x + 1),10,True,Y,10,True
"{'fn': 'lambda x: (2 * x) ** 1', 'offset': 1}","[2, 4, 6, 8]",lambda x: (1 * x) * 2 + 2,10,True,Y,10,True
"{'fn': 'lambda x: (2 * x) | 0', 'offset': 1}","[2, 4, 6, 8]",lambda x: (x * 2) + 2,10,True,Y,10,True
"{'fn': 'lambda x: (2 * x) + 0', 'offset': 1}","[2, 4, 6, 8]",lambda x: (x + 1) * 2,10,True,Y,10,True
"{'fn': 'lambda x: (2 * x) * 1', 'offset': 2}","[4, 6, 8, 10]",lambda x: (x * 2) + 4,12,True,Y,12,True
"{'fn': 'lambda x: (2 * x) + 2', 'offset': 1}","[4, 6, 8, 10]",lambda x: (2 * x) + 4,12,True,Y,12,True
"{'fn': 'lambda x: (1 * x) * 2', 'offset': 2}","[4, 6, 8, 10]",lambda x: (2 * x) + 4,12,True,Y,12,True
"{'fn': 'lambda x: (2 * x) ** 1', 'offset': 2}","[4, 6, 8, 10]",lambda x: 2 * x + 2,12,True,Y,12,True
"{'fn': 'lambda x: (2 * x) | 0', 'offset': 2}","[4, 6, 8, 10]",lambda x: (x * 2) + 2,12,True,Y,12,True
"{'fn': 'lambda x: (2 * x) + 0', 'offset': 2}","[4, 6, 8, 10]",lambda x: (x * 2) + 4,12,True,Y,12,True
"{'fn': 'lambda x: (2 * x) * 1', 'offset': 3}","[6, 8, 10, 12]",lambda x: (2 * x) + 6,14,True,Y,14,True
"{'fn': 'lambda x: (2 * x) + 2', 'offset': 2}","[6, 8, 10, 12]",lambda x: (x * 2) + 6,14,True,Y,14,True
"{'fn': 'lambda x: (1 * x) * 2', 'offset': 3}","[6, 8, 10, 12]",lambda x: (x + 2) * 2,14,True,Y,14,True
"{'fn': 'lambda x: (2 * x) ** 1', 'offset': 3}","[6, 8, 10, 12]",lambda x: 2 * x + 6,14,True,Y,14,True
"{'fn': 'lambda x: (2 * x) | 0', 'offset': 3}","[6, 8, 10, 12]",lambda x: (x * 2) + 6,14,True,Y,14,True
"{'fn': 'lambda x: (2 * x) + 0', 'offset': 3}","[6, 8, 10, 12]",lambda x: (2 * x) + 6,14,True,Y,14,True
"{'fn': 'lambda x: (2 * x) * 1', 'offset': 0}","[0, 2, 4, 6]",lambda x: (x * 2) % (7+1),8,False,Y,8,False
"{'fn': 'lambda x: (1 * x) * 2', 'offset': 0}","[0, 2, 4, 6]",lambda x: (2 * x) % 8,8,False,Y,8,False
"{'fn': 'lambda x: (2 * x) ** 1', 'offset': 0}","[0, 2, 4, 6]",lambda x: (1 * x) * 2,8,True,Y,8,True
"{'fn': 'lambda x: (2 * x) | 0', 'offset': 0}","[0, 2, 4, 6]",lambda x: (2 * x) + 0,8,True,Y,8,True
"{'fn': 'lambda x: (2 * x) + 0', 'offset': 0}","[0, 2, 4, 6]",lambda x: x * 2,8,True,Y,8,True
"{'fn': 'lambda x: (1 * x) + 3', 'offset': 2}","[5, 6, 7, 8]",lambda x: (1 * x) + 5,9,True,Y,9,True
"{'fn': 'lambda x: (1 * x) + 2', 'offset': 3}","[5, 6, 7, 8]",lambda x: (1 * x) + 5,9,True,Y,9,True
"{'fn': 'lambda x: [i for i in range(100) if i % (2 + 1) or i % (2 + 1)][x]', 'offset': 0}","[1, 2, 4, 5]",lambda x: (2 ** x) + (x // 3),7,,Y,9,
"{'fn': 'lambda x: [i for i in range(100) if i % (2 + 1) or i % (0 + 1)][x]', 'offset': 0}","[1, 2, 4, 5]",lambda x: [i for i in range(100) if i % (3 + 1) or i % (1 + 1)][x],7,,Y,6,
"{'fn': 'lambda x: [i for i in range(100) if i % (2 + 1) or i % (2 + 1)][x]', 'offset': 1}","[2, 4, 5, 7]",lambda x: (x * 2) + (x // 2),8,,Y,9,
"{'fn': 'lambda x: [i for i in range(100) if i % (2 + 1) or i % (0 + 1)][x]', 'offset': 1}","[2, 4, 5, 7]",lambda x: (2 * x) + (x // 2),10,,Y,9,
"{'fn': 'lambda x: [i for i in range(100) if i % (2 + 1) or i % (2 + 1)][x]', 'offset': 3}","[5, 7, 8, 10]",lambda x: (x // 2) * 3 + (x % 2) * 2 + 3,11,,Y,12,
"{'fn': 'lambda x: [i for i in range(100) if i % (2 + 1) or i % (0 + 1)][x]', 'offset': 3}","[5, 7, 8, 10]",lambda x: (x * 2) + (1 if x > 1 else 0),11,,Y,12,
