model,sequence,org_func,num_valid,num_invalid,num_shots,num_mc,invalid_fn_type,response_type,answer,logprob,correct,correct_and_pred,incorrect_and_pred,correct_and_not_pred,incorrect_and_not_pred,class_label
text-davinci-003,"1,2,3,4","{'fn': 'lambda x: [i for i in range(100) if i % (4 + 1) or i % (1 + 1)][x]', 'offset': 0, 'metadata': ('indexing_criteria', 3, 1)}",2,3,10,5,exclude_class,completion,1048576,-9.544866241196669,incorrect,0,0,0,1,incorrect_and_not_pred
text-davinci-003,"1,2,3,4","{'fn': 'lambda x: [i for i in range(100) if i % (4 + 1) or i % (1 + 1)][x]', 'offset': 0, 'metadata': ('indexing_criteria', 3, 1)}",2,3,10,5,exclude_class,completion,15,-18.0557,incorrect,0,0,0,1,incorrect_and_not_pred
text-davinci-003,"1,2,3,4","{'fn': 'lambda x: [i for i in range(100) if i % (4 + 1) or i % (1 + 1)][x]', 'offset': 0, 'metadata': ('indexing_criteria', 3, 1)}",2,3,10,5,exclude_class,completion,23,-20.538284,incorrect,0,0,0,1,incorrect_and_not_pred
text-davinci-003,"1,2,3,4","{'fn': 'lambda x: [i for i in range(100) if i % (4 + 1) or i % (1 + 1)][x]', 'offset': 0, 'metadata': ('indexing_criteria', 3, 1)}",2,3,10,5,exclude_class,completion,5,-5.359147,pred,1,0,0,0,correct_and_pred
text-davinci-003,"1,2,3,4","{'fn': 'lambda x: [i for i in range(100) if i % (4 + 1) or i % (1 + 1)][x]', 'offset': 0, 'metadata': ('indexing_criteria', 3, 1)}",2,3,10,5,exclude_class,explanation,1,-8.982327,incorrect,0,0,0,1,incorrect_and_not_pred
text-davinci-003,"1,2,3,4","{'fn': 'lambda x: [i for i in range(100) if i % (4 + 1) or i % (1 + 1)][x]', 'offset': 0, 'metadata': ('indexing_criteria', 3, 1)}",2,3,10,5,exclude_class,explanation,2,-9.381563,correct,0,0,1,0,correct_and_not_pred
text-davinci-003,"1,2,3,4","{'fn': 'lambda x: [i for i in range(100) if i % (4 + 1) or i % (1 + 1)][x]', 'offset': 0, 'metadata': ('indexing_criteria', 3, 1)}",2,3,10,5,exclude_class,explanation,3,-0.0003742193,correct,1,0,0,0,correct_and_pred
text-davinci-003,"1,2,3,4","{'fn': 'lambda x: [i for i in range(100) if i % (4 + 1) or i % (1 + 1)][x]', 'offset': 0, 'metadata': ('indexing_criteria', 3, 1)}",2,3,10,5,exclude_class,explanation,4,-10.093499,incorrect,0,0,0,1,incorrect_and_not_pred
text-davinci-003,"1,2,3,4","{'fn': 'lambda x: [i for i in range(100) if i % (4 + 1) or i % (1 + 1)][x]', 'offset': 0, 'metadata': ('indexing_criteria', 3, 1)}",2,3,10,5,exclude_class,explanation,5,-12.83952,incorrect,0,0,0,1,incorrect_and_not_pred
text-davinci-003,"1,2,3,4","{'fn': 'lambda x: [i for i in range(100) if i % (4 + 1) or i % (1 + 1)][x]', 'offset': 0, 'metadata': ('indexing_criteria', 3, 1)}",2,3,10,5,exclude_class,explanation,3,-0.0003742193,pred,1,0,0,0,correct_and_pred
text-davinci-003,"1,2,3,4","{'fn': 'lambda x: (1 * x) | 0', 'offset': 1, 'metadata': ('bitwise_or', 0, 0)}",2,3,10,5,exclude_class,completion,5,-6.6282587,correct,1,0,0,0,correct_and_pred
text-davinci-003,"1,2,3,4","{'fn': 'lambda x: (1 * x) | 0', 'offset': 1, 'metadata': ('bitwise_or', 0, 0)}",2,3,10,5,exclude_class,completion,5,-6.6856713,correct,1,0,0,0,correct_and_pred
text-davinci-003,"1,2,3,4","{'fn': 'lambda x: (1 * x) | 0', 'offset': 1, 'metadata': ('bitwise_or', 0, 0)}",2,3,10,5,exclude_class,completion,7,-23.474855,incorrect,0,0,0,1,incorrect_and_not_pred
text-davinci-003,"1,2,3,4","{'fn': 'lambda x: (1 * x) | 0', 'offset': 1, 'metadata': ('bitwise_or', 0, 0)}",2,3,10,5,exclude_class,completion,24104370,-12.703373325,incorrect,0,0,0,1,incorrect_and_not_pred
text-davinci-003,"1,2,3,4","{'fn': 'lambda x: (1 * x) | 0', 'offset': 1, 'metadata': ('bitwise_or', 0, 0)}",2,3,10,5,exclude_class,completion,0,-23.191517,incorrect,0,0,0,1,incorrect_and_not_pred
text-davinci-003,"1,2,3,4","{'fn': 'lambda x: (1 * x) | 0', 'offset': 1, 'metadata': ('bitwise_or', 0, 0)}",2,3,10,5,exclude_class,completion,5,-6.6282587,pred,1,0,0,0,correct_and_pred
text-davinci-003,"1,2,3,4","{'fn': 'lambda x: (1 * x) | 0', 'offset': 1, 'metadata': ('bitwise_or', 0, 0)}",2,3,10,5,exclude_class,explanation,1,-7.4345307,incorrect,0,0,0,1,incorrect_and_not_pred
text-davinci-003,"1,2,3,4","{'fn': 'lambda x: (1 * x) | 0', 'offset': 1, 'metadata': ('bitwise_or', 0, 0)}",2,3,10,5,exclude_class,explanation,2,-10.895754,incorrect,0,0,0,1,incorrect_and_not_pred
text-davinci-003,"1,2,3,4","{'fn': 'lambda x: (1 * x) | 0', 'offset': 1, 'metadata': ('bitwise_or', 0, 0)}",2,3,10,5,exclude_class,explanation,3,-9.179753,incorrect,0,0,0,1,incorrect_and_not_pred
text-davinci-003,"1,2,3,4","{'fn': 'lambda x: (1 * x) | 0', 'offset': 1, 'metadata': ('bitwise_or', 0, 0)}",2,3,10,5,exclude_class,explanation,4,-0.0007557255,correct,1,0,0,0,correct_and_pred
text-davinci-003,"1,2,3,4","{'fn': 'lambda x: (1 * x) | 0', 'offset': 1, 'metadata': ('bitwise_or', 0, 0)}",2,3,10,5,exclude_class,explanation,5,-12.114379,correct,0,0,1,0,correct_and_not_pred
text-davinci-003,"1,2,3,4","{'fn': 'lambda x: (1 * x) | 0', 'offset': 1, 'metadata': ('bitwise_or', 0, 0)}",2,3,10,5,exclude_class,explanation,4,-0.0007557255,pred,1,0,0,0,correct_and_pred
text-davinci-003,"1,2,3,4","{'fn': 'lambda x: [i for i in range(100) if i % (3 + 1) or i % (2 + 1)][x]', 'offset': 0, 'metadata': ('indexing_criteria', 2, 2)}",2,3,10,5,exclude_class,completion,5,-6.82355,correct,1,0,0,0,correct_and_pred
text-davinci-003,"1,2,3,4","{'fn': 'lambda x: [i for i in range(100) if i % (3 + 1) or i % (2 + 1)][x]', 'offset': 0, 'metadata': ('indexing_criteria', 2, 2)}",2,3,10,5,exclude_class,completion,5,-6.8544493,correct,1,0,0,0,correct_and_pred
text-davinci-003,"1,2,3,4","{'fn': 'lambda x: [i for i in range(100) if i % (3 + 1) or i % (2 + 1)][x]', 'offset': 0, 'metadata': ('indexing_criteria', 2, 2)}",2,3,10,5,exclude_class,completion,35,-27.40552,incorrect,0,0,0,1,incorrect_and_not_pred
text-davinci-003,"1,2,3,4","{'fn': 'lambda x: [i for i in range(100) if i % (3 + 1) or i % (2 + 1)][x]', 'offset': 0, 'metadata': ('indexing_criteria', 2, 2)}",2,3,10,5,exclude_class,completion,1,-22.537745,incorrect,0,0,0,1,incorrect_and_not_pred
text-davinci-003,"1,2,3,4","{'fn': 'lambda x: [i for i in range(100) if i % (3 + 1) or i % (2 + 1)][x]', 'offset': 0, 'metadata': ('indexing_criteria', 2, 2)}",2,3,10,5,exclude_class,completion,15,-24.085018,incorrect,0,0,0,1,incorrect_and_not_pred
text-davinci-003,"1,2,3,4","{'fn': 'lambda x: [i for i in range(100) if i % (3 + 1) or i % (2 + 1)][x]', 'offset': 0, 'metadata': ('indexing_criteria', 2, 2)}",2,3,10,5,exclude_class,completion,5,-6.82355,pred,1,0,0,0,correct_and_pred
text-davinci-003,"1,2,3,4","{'fn': 'lambda x: [i for i in range(100) if i % (3 + 1) or i % (2 + 1)][x]', 'offset': 0, 'metadata': ('indexing_criteria', 2, 2)}",2,3,10,5,exclude_class,explanation,1,-9.040113,incorrect,0,0,0,1,incorrect_and_not_pred
text-davinci-003,"1,2,3,4","{'fn': 'lambda x: [i for i in range(100) if i % (3 + 1) or i % (2 + 1)][x]', 'offset': 0, 'metadata': ('indexing_criteria', 2, 2)}",2,3,10,5,exclude_class,explanation,2,-9.298391,incorrect,0,0,0,1,incorrect_and_not_pred
text-davinci-003,"1,2,3,4","{'fn': 'lambda x: [i for i in range(100) if i % (3 + 1) or i % (2 + 1)][x]', 'offset': 0, 'metadata': ('indexing_criteria', 2, 2)}",2,3,10,5,exclude_class,explanation,3,-9.889311,incorrect,0,0,0,1,incorrect_and_not_pred
text-davinci-003,"1,2,3,4","{'fn': 'lambda x: [i for i in range(100) if i % (3 + 1) or i % (2 + 1)][x]', 'offset': 0, 'metadata': ('indexing_criteria', 2, 2)}",2,3,10,5,exclude_class,explanation,4,-2.2042863,correct,0,0,1,0,correct_and_not_pred
text-davinci-003,"1,2,3,4","{'fn': 'lambda x: [i for i in range(100) if i % (3 + 1) or i % (2 + 1)][x]', 'offset': 0, 'metadata': ('indexing_criteria', 2, 2)}",2,3,10,5,exclude_class,explanation,5,-0.03593146,correct,1,0,0,0,correct_and_pred
text-davinci-003,"1,2,3,4","{'fn': 'lambda x: [i for i in range(100) if i % (3 + 1) or i % (2 + 1)][x]', 'offset': 0, 'metadata': ('indexing_criteria', 2, 2)}",2,3,10,5,exclude_class,explanation,5,-0.03593146,pred,1,0,0,0,correct_and_pred
text-davinci-003,"4,5,7,8","{'fn': 'lambda x: [i for i in range(100) if i % (1 + 1) or i % (2 + 1)][x]', 'offset': 3, 'metadata': ('indexing_criteria', 0, 2)}",2,3,10,5,exclude_class,completion,10,-16.313179,correct,0,0,1,0,correct_and_not_pred
text-davinci-003,"4,5,7,8","{'fn': 'lambda x: [i for i in range(100) if i % (1 + 1) or i % (2 + 1)][x]', 'offset': 3, 'metadata': ('indexing_criteria', 0, 2)}",2,3,10,5,exclude_class,completion,9,-5.0230684,correct,1,0,0,0,correct_and_pred
text-davinci-003,"4,5,7,8","{'fn': 'lambda x: [i for i in range(100) if i % (1 + 1) or i % (2 + 1)][x]', 'offset': 3, 'metadata': ('indexing_criteria', 0, 2)}",2,3,10,5,exclude_class,completion,1,-20.10097,incorrect,0,0,0,1,incorrect_and_not_pred
text-davinci-003,"4,5,7,8","{'fn': 'lambda x: [i for i in range(100) if i % (1 + 1) or i % (2 + 1)][x]', 'offset': 3, 'metadata': ('indexing_criteria', 0, 2)}",2,3,10,5,exclude_class,completion,16777216,-8.160440779249999,incorrect,0,0,0,1,incorrect_and_not_pred
text-davinci-003,"4,5,7,8","{'fn': 'lambda x: [i for i in range(100) if i % (1 + 1) or i % (2 + 1)][x]', 'offset': 3, 'metadata': ('indexing_criteria', 0, 2)}",2,3,10,5,exclude_class,completion,135759,-21.088146,incorrect,0,0,0,1,incorrect_and_not_pred
text-davinci-003,"4,5,7,8","{'fn': 'lambda x: [i for i in range(100) if i % (1 + 1) or i % (2 + 1)][x]', 'offset': 3, 'metadata': ('indexing_criteria', 0, 2)}",2,3,10,5,exclude_class,completion,9,-5.0230684,pred,1,0,0,0,correct_and_pred
text-davinci-003,"4,5,7,8","{'fn': 'lambda x: [i for i in range(100) if i % (1 + 1) or i % (2 + 1)][x]', 'offset': 3, 'metadata': ('indexing_criteria', 0, 2)}",2,3,10,5,exclude_class,explanation,1,-15.489033,incorrect,0,0,0,1,incorrect_and_not_pred
text-davinci-003,"4,5,7,8","{'fn': 'lambda x: [i for i in range(100) if i % (1 + 1) or i % (2 + 1)][x]', 'offset': 3, 'metadata': ('indexing_criteria', 0, 2)}",2,3,10,5,exclude_class,explanation,2,-11.574614,incorrect,0,0,0,1,incorrect_and_not_pred
text-davinci-003,"4,5,7,8","{'fn': 'lambda x: [i for i in range(100) if i % (1 + 1) or i % (2 + 1)][x]', 'offset': 3, 'metadata': ('indexing_criteria', 0, 2)}",2,3,10,5,exclude_class,explanation,3,-12.871228,correct,0,0,1,0,correct_and_not_pred
text-davinci-003,"4,5,7,8","{'fn': 'lambda x: [i for i in range(100) if i % (1 + 1) or i % (2 + 1)][x]', 'offset': 3, 'metadata': ('indexing_criteria', 0, 2)}",2,3,10,5,exclude_class,explanation,4,-12.142334,incorrect,0,0,0,1,incorrect_and_not_pred
text-davinci-003,"4,5,7,8","{'fn': 'lambda x: [i for i in range(100) if i % (1 + 1) or i % (2 + 1)][x]', 'offset': 3, 'metadata': ('indexing_criteria', 0, 2)}",2,3,10,5,exclude_class,explanation,5,-4.8233283e-05,correct,1,0,0,0,correct_and_pred
text-davinci-003,"4,5,7,8","{'fn': 'lambda x: [i for i in range(100) if i % (1 + 1) or i % (2 + 1)][x]', 'offset': 3, 'metadata': ('indexing_criteria', 0, 2)}",2,3,10,5,exclude_class,explanation,5,-4.8233283e-05,pred,1,0,0,0,correct_and_pred
text-davinci-003,"4,5,7,8","{'fn': 'lambda x: [i for i in range(100) if i % (2 + 1) or i % (0 + 1)][x]', 'offset': 2, 'metadata': ('indexing_criteria', 1, 0)}",2,3,10,5,exclude_class,completion,9,-5.106022,correct,1,0,0,0,correct_and_pred
text-davinci-003,"4,5,7,8","{'fn': 'lambda x: [i for i in range(100) if i % (2 + 1) or i % (0 + 1)][x]', 'offset': 2, 'metadata': ('indexing_criteria', 1, 0)}",2,3,10,5,exclude_class,completion,10,-6.8120313,correct,0,0,1,0,correct_and_not_pred
text-davinci-003,"4,5,7,8","{'fn': 'lambda x: [i for i in range(100) if i % (2 + 1) or i % (0 + 1)][x]', 'offset': 2, 'metadata': ('indexing_criteria', 1, 0)}",2,3,10,5,exclude_class,completion,15,-20.213884,incorrect,0,0,0,1,incorrect_and_not_pred
text-davinci-003,"4,5,7,8","{'fn': 'lambda x: [i for i in range(100) if i % (2 + 1) or i % (0 + 1)][x]', 'offset': 2, 'metadata': ('indexing_criteria', 1, 0)}",2,3,10,5,exclude_class,completion,13,-17.982416,incorrect,0,0,0,1,incorrect_and_not_pred
text-davinci-003,"4,5,7,8","{'fn': 'lambda x: [i for i in range(100) if i % (2 + 1) or i % (0 + 1)][x]', 'offset': 2, 'metadata': ('indexing_criteria', 1, 0)}",2,3,10,5,exclude_class,completion,20,-22.121054,incorrect,0,0,0,1,incorrect_and_not_pred
text-davinci-003,"4,5,7,8","{'fn': 'lambda x: [i for i in range(100) if i % (2 + 1) or i % (0 + 1)][x]', 'offset': 2, 'metadata': ('indexing_criteria', 1, 0)}",2,3,10,5,exclude_class,completion,9,-5.106022,pred,1,0,0,0,correct_and_pred
text-davinci-003,"4,5,7,8","{'fn': 'lambda x: [i for i in range(100) if i % (2 + 1) or i % (0 + 1)][x]', 'offset': 2, 'metadata': ('indexing_criteria', 1, 0)}",2,3,10,5,exclude_class,explanation,1,-11.769879,incorrect,0,0,0,1,incorrect_and_not_pred
text-davinci-003,"4,5,7,8","{'fn': 'lambda x: [i for i in range(100) if i % (2 + 1) or i % (0 + 1)][x]', 'offset': 2, 'metadata': ('indexing_criteria', 1, 0)}",2,3,10,5,exclude_class,explanation,2,-0.0020479213,correct,1,0,0,0,correct_and_pred
text-davinci-003,"4,5,7,8","{'fn': 'lambda x: [i for i in range(100) if i % (2 + 1) or i % (0 + 1)][x]', 'offset': 2, 'metadata': ('indexing_criteria', 1, 0)}",2,3,10,5,exclude_class,explanation,3,-10.862816,incorrect,0,0,0,1,incorrect_and_not_pred
text-davinci-003,"4,5,7,8","{'fn': 'lambda x: [i for i in range(100) if i % (2 + 1) or i % (0 + 1)][x]', 'offset': 2, 'metadata': ('indexing_criteria', 1, 0)}",2,3,10,5,exclude_class,explanation,4,-11.154173,incorrect,0,0,0,1,incorrect_and_not_pred
text-davinci-003,"4,5,7,8","{'fn': 'lambda x: [i for i in range(100) if i % (2 + 1) or i % (0 + 1)][x]', 'offset': 2, 'metadata': ('indexing_criteria', 1, 0)}",2,3,10,5,exclude_class,explanation,5,-6.652084,correct,0,0,1,0,correct_and_not_pred
text-davinci-003,"4,5,7,8","{'fn': 'lambda x: [i for i in range(100) if i % (2 + 1) or i % (0 + 1)][x]', 'offset': 2, 'metadata': ('indexing_criteria', 1, 0)}",2,3,10,5,exclude_class,explanation,2,-0.0020479213,pred,1,0,0,0,correct_and_pred
text-davinci-003,"4,5,7,8","{'fn': 'lambda x: [i for i in range(100) if i % (2 + 1) or i % (2 + 1)][x]', 'offset': 2, 'metadata': ('indexing_criteria', 1, 2)}",2,3,10,5,exclude_class,completion,10,-13.998395,correct,0,0,1,0,correct_and_not_pred
text-davinci-003,"4,5,7,8","{'fn': 'lambda x: [i for i in range(100) if i % (2 + 1) or i % (2 + 1)][x]', 'offset': 2, 'metadata': ('indexing_criteria', 1, 2)}",2,3,10,5,exclude_class,completion,9,-5.931216,correct,1,0,0,0,correct_and_pred
text-davinci-003,"4,5,7,8","{'fn': 'lambda x: [i for i in range(100) if i % (2 + 1) or i % (2 + 1)][x]', 'offset': 2, 'metadata': ('indexing_criteria', 1, 2)}",2,3,10,5,exclude_class,completion,0,-16.718573,incorrect,0,0,0,1,incorrect_and_not_pred
text-davinci-003,"4,5,7,8","{'fn': 'lambda x: [i for i in range(100) if i % (2 + 1) or i % (2 + 1)][x]', 'offset': 2, 'metadata': ('indexing_criteria', 1, 2)}",2,3,10,5,exclude_class,completion,1,-21.327187,incorrect,0,0,0,1,incorrect_and_not_pred
text-davinci-003,"4,5,7,8","{'fn': 'lambda x: [i for i in range(100) if i % (2 + 1) or i % (2 + 1)][x]', 'offset': 2, 'metadata': ('indexing_criteria', 1, 2)}",2,3,10,5,exclude_class,completion,19743740,-13.541459033333332,incorrect,0,0,0,1,incorrect_and_not_pred
text-davinci-003,"4,5,7,8","{'fn': 'lambda x: [i for i in range(100) if i % (2 + 1) or i % (2 + 1)][x]', 'offset': 2, 'metadata': ('indexing_criteria', 1, 2)}",2,3,10,5,exclude_class,completion,9,-5.931216,pred,1,0,0,0,correct_and_pred
text-davinci-003,"4,5,7,8","{'fn': 'lambda x: [i for i in range(100) if i % (2 + 1) or i % (2 + 1)][x]', 'offset': 2, 'metadata': ('indexing_criteria', 1, 2)}",2,3,10,5,exclude_class,explanation,1,-12.449481,incorrect,0,0,0,1,incorrect_and_not_pred
text-davinci-003,"4,5,7,8","{'fn': 'lambda x: [i for i in range(100) if i % (2 + 1) or i % (2 + 1)][x]', 'offset': 2, 'metadata': ('indexing_criteria', 1, 2)}",2,3,10,5,exclude_class,explanation,2,-12.696477,incorrect,0,0,0,1,incorrect_and_not_pred
text-davinci-003,"4,5,7,8","{'fn': 'lambda x: [i for i in range(100) if i % (2 + 1) or i % (2 + 1)][x]', 'offset': 2, 'metadata': ('indexing_criteria', 1, 2)}",2,3,10,5,exclude_class,explanation,3,-8.308539,correct,0,0,1,0,correct_and_not_pred
text-davinci-003,"4,5,7,8","{'fn': 'lambda x: [i for i in range(100) if i % (2 + 1) or i % (2 + 1)][x]', 'offset': 2, 'metadata': ('indexing_criteria', 1, 2)}",2,3,10,5,exclude_class,explanation,4,-10.794621,incorrect,0,0,0,1,incorrect_and_not_pred
text-davinci-003,"4,5,7,8","{'fn': 'lambda x: [i for i in range(100) if i % (2 + 1) or i % (2 + 1)][x]', 'offset': 2, 'metadata': ('indexing_criteria', 1, 2)}",2,3,10,5,exclude_class,explanation,5,-0.0003210935,correct,1,0,0,0,correct_and_pred
text-davinci-003,"4,5,7,8","{'fn': 'lambda x: [i for i in range(100) if i % (2 + 1) or i % (2 + 1)][x]', 'offset': 2, 'metadata': ('indexing_criteria', 1, 2)}",2,3,10,5,exclude_class,explanation,5,-0.0003210935,pred,1,0,0,0,correct_and_pred
text-davinci-003,"4,5,7,8","{'fn': 'lambda x: [i for i in range(100) if i % (2 + 1) or i % (1 + 1)][x]', 'offset': 3, 'metadata': ('indexing_criteria', 1, 1)}",2,3,10,5,exclude_class,completion,10,-12.530989,correct,0,0,1,0,correct_and_not_pred
text-davinci-003,"4,5,7,8","{'fn': 'lambda x: [i for i in range(100) if i % (2 + 1) or i % (1 + 1)][x]', 'offset': 3, 'metadata': ('indexing_criteria', 1, 1)}",2,3,10,5,exclude_class,completion,9,-6.0855894,correct,1,0,0,0,correct_and_pred
text-davinci-003,"4,5,7,8","{'fn': 'lambda x: [i for i in range(100) if i % (2 + 1) or i % (1 + 1)][x]', 'offset': 3, 'metadata': ('indexing_criteria', 1, 1)}",2,3,10,5,exclude_class,completion,5,-21.697243,incorrect,0,0,0,1,incorrect_and_not_pred
text-davinci-003,"4,5,7,8","{'fn': 'lambda x: [i for i in range(100) if i % (2 + 1) or i % (1 + 1)][x]', 'offset': 3, 'metadata': ('indexing_criteria', 1, 1)}",2,3,10,5,exclude_class,completion,160000,-18.8885435,incorrect,0,0,0,1,incorrect_and_not_pred
text-davinci-003,"4,5,7,8","{'fn': 'lambda x: [i for i in range(100) if i % (2 + 1) or i % (1 + 1)][x]', 'offset': 3, 'metadata': ('indexing_criteria', 1, 1)}",2,3,10,5,exclude_class,completion,0,-17.448973,incorrect,0,0,0,1,incorrect_and_not_pred
text-davinci-003,"4,5,7,8","{'fn': 'lambda x: [i for i in range(100) if i % (2 + 1) or i % (1 + 1)][x]', 'offset': 3, 'metadata': ('indexing_criteria', 1, 1)}",2,3,10,5,exclude_class,completion,9,-6.0855894,pred,1,0,0,0,correct_and_pred
text-davinci-003,"4,5,7,8","{'fn': 'lambda x: [i for i in range(100) if i % (2 + 1) or i % (1 + 1)][x]', 'offset': 3, 'metadata': ('indexing_criteria', 1, 1)}",2,3,10,5,exclude_class,explanation,1,-9.974712,incorrect,0,0,0,1,incorrect_and_not_pred
text-davinci-003,"4,5,7,8","{'fn': 'lambda x: [i for i in range(100) if i % (2 + 1) or i % (1 + 1)][x]', 'offset': 3, 'metadata': ('indexing_criteria', 1, 1)}",2,3,10,5,exclude_class,explanation,2,-8.675215,incorrect,0,0,0,1,incorrect_and_not_pred
text-davinci-003,"4,5,7,8","{'fn': 'lambda x: [i for i in range(100) if i % (2 + 1) or i % (1 + 1)][x]', 'offset': 3, 'metadata': ('indexing_criteria', 1, 1)}",2,3,10,5,exclude_class,explanation,3,-0.0019591684,correct,1,0,0,0,correct_and_pred
text-davinci-003,"4,5,7,8","{'fn': 'lambda x: [i for i in range(100) if i % (2 + 1) or i % (1 + 1)][x]', 'offset': 3, 'metadata': ('indexing_criteria', 1, 1)}",2,3,10,5,exclude_class,explanation,4,-6.5207725,correct,0,0,1,0,correct_and_not_pred
text-davinci-003,"4,5,7,8","{'fn': 'lambda x: [i for i in range(100) if i % (2 + 1) or i % (1 + 1)][x]', 'offset': 3, 'metadata': ('indexing_criteria', 1, 1)}",2,3,10,5,exclude_class,explanation,5,-10.309782,incorrect,0,0,0,1,incorrect_and_not_pred
text-davinci-003,"4,5,7,8","{'fn': 'lambda x: [i for i in range(100) if i % (2 + 1) or i % (1 + 1)][x]', 'offset': 3, 'metadata': ('indexing_criteria', 1, 1)}",2,3,10,5,exclude_class,explanation,3,-0.0019591684,pred,1,0,0,0,correct_and_pred
text-davinci-003,"0,1,2,3","{'fn': 'lambda x: (x * 1) % (3+1)', 'offset': 0, 'metadata': ('modular', 0, 3)}",2,3,10,5,exclude_class,completion,0,-21.583565,correct,0,0,1,0,correct_and_not_pred
text-davinci-003,"0,1,2,3","{'fn': 'lambda x: (x * 1) % (3+1)', 'offset': 0, 'metadata': ('modular', 0, 3)}",2,3,10,5,exclude_class,completion,4,-5.3764887,correct,1,0,0,0,correct_and_pred
text-davinci-003,"0,1,2,3","{'fn': 'lambda x: (x * 1) % (3+1)', 'offset': 0, 'metadata': ('modular', 0, 3)}",2,3,10,5,exclude_class,completion,42875,-16.7538005,incorrect,0,0,0,1,incorrect_and_not_pred
text-davinci-003,"0,1,2,3","{'fn': 'lambda x: (x * 1) % (3+1)', 'offset': 0, 'metadata': ('modular', 0, 3)}",2,3,10,5,exclude_class,completion,22,-24.855951,incorrect,0,0,0,1,incorrect_and_not_pred
text-davinci-003,"0,1,2,3","{'fn': 'lambda x: (x * 1) % (3+1)', 'offset': 0, 'metadata': ('modular', 0, 3)}",2,3,10,5,exclude_class,completion,32,-24.418303,incorrect,0,0,0,1,incorrect_and_not_pred
text-davinci-003,"0,1,2,3","{'fn': 'lambda x: (x * 1) % (3+1)', 'offset': 0, 'metadata': ('modular', 0, 3)}",2,3,10,5,exclude_class,completion,4,-5.3764887,pred,1,0,0,0,correct_and_pred
text-davinci-003,"0,1,2,3","{'fn': 'lambda x: (x * 1) % (3+1)', 'offset': 0, 'metadata': ('modular', 0, 3)}",2,3,10,5,exclude_class,explanation,1,-10.464343,incorrect,0,0,0,1,incorrect_and_not_pred
text-davinci-003,"0,1,2,3","{'fn': 'lambda x: (x * 1) % (3+1)', 'offset': 0, 'metadata': ('modular', 0, 3)}",2,3,10,5,exclude_class,explanation,2,-6.276978,correct,0,0,1,0,correct_and_not_pred
text-davinci-003,"0,1,2,3","{'fn': 'lambda x: (x * 1) % (3+1)', 'offset': 0, 'metadata': ('modular', 0, 3)}",2,3,10,5,exclude_class,explanation,3,-6.129665,incorrect,0,0,0,1,incorrect_and_not_pred
text-davinci-003,"0,1,2,3","{'fn': 'lambda x: (x * 1) % (3+1)', 'offset': 0, 'metadata': ('modular', 0, 3)}",2,3,10,5,exclude_class,explanation,4,-0.0042122114,incorrect,0,1,0,0,incorrect_and_pred
text-davinci-003,"0,1,2,3","{'fn': 'lambda x: (x * 1) % (3+1)', 'offset': 0, 'metadata': ('modular', 0, 3)}",2,3,10,5,exclude_class,explanation,5,-11.502455,correct,0,0,1,0,correct_and_not_pred
text-davinci-003,"0,1,2,3","{'fn': 'lambda x: (x * 1) % (3+1)', 'offset': 0, 'metadata': ('modular', 0, 3)}",2,3,10,5,exclude_class,explanation,4,-0.0042122114,pred,0,0,0,0,
text-davinci-003,"0,1,2,3","{'fn': 'lambda x: (1 * x) + 0', 'offset': 0, 'metadata': ('arithmetic', 0, 0)}",2,3,10,5,exclude_class,completion,4,-6.973356,correct,1,0,0,0,correct_and_pred
text-davinci-003,"0,1,2,3","{'fn': 'lambda x: (1 * x) + 0', 'offset': 0, 'metadata': ('arithmetic', 0, 0)}",2,3,10,5,exclude_class,completion,4,-6.953981,correct,1,0,0,0,correct_and_pred
text-davinci-003,"0,1,2,3","{'fn': 'lambda x: (1 * x) + 0', 'offset': 0, 'metadata': ('arithmetic', 0, 0)}",2,3,10,5,exclude_class,completion,1048576,-11.303732371666667,incorrect,0,0,0,1,incorrect_and_not_pred
text-davinci-003,"0,1,2,3","{'fn': 'lambda x: (1 * x) + 0', 'offset': 0, 'metadata': ('arithmetic', 0, 0)}",2,3,10,5,exclude_class,completion,1,-21.845598,incorrect,0,0,0,1,incorrect_and_not_pred
text-davinci-003,"0,1,2,3","{'fn': 'lambda x: (1 * x) + 0', 'offset': 0, 'metadata': ('arithmetic', 0, 0)}",2,3,10,5,exclude_class,completion,8822,-17.38060725,incorrect,0,0,0,1,incorrect_and_not_pred
text-davinci-003,"0,1,2,3","{'fn': 'lambda x: (1 * x) + 0', 'offset': 0, 'metadata': ('arithmetic', 0, 0)}",2,3,10,5,exclude_class,completion,4,-6.973356,pred,1,0,0,0,correct_and_pred
text-davinci-003,"0,1,2,3","{'fn': 'lambda x: (1 * x) + 0', 'offset': 0, 'metadata': ('arithmetic', 0, 0)}",2,3,10,5,exclude_class,explanation,1,-13.262409,correct,0,0,1,0,correct_and_not_pred
text-davinci-003,"0,1,2,3","{'fn': 'lambda x: (1 * x) + 0', 'offset': 0, 'metadata': ('arithmetic', 0, 0)}",2,3,10,5,exclude_class,explanation,2,-1.3661821e-05,correct,1,0,0,0,correct_and_pred
text-davinci-003,"0,1,2,3","{'fn': 'lambda x: (1 * x) + 0', 'offset': 0, 'metadata': ('arithmetic', 0, 0)}",2,3,10,5,exclude_class,explanation,3,-14.191088,incorrect,0,0,0,1,incorrect_and_not_pred
