,model,sequence,org_func,num_valid,num_invalid,num_shots,invalid_fn_type,test_passing_completion,test_passing_explanation,n_valid_compl_in_primed_resp,n_invalid_compl_in_primed_resp,n_valid_expl_in_primed_resp,n_invalid_expl_in_primed_resp,possible_completions_response,possible_explanations_response,Unnamed: 0
544,text-davinci-003,"10,14,18,22","{'fn': 'lambda x: (4 * x) + 2', 'offset': 2, 'metadata': ('arithmetic_progression', 3, 2)}",2,3,8,exclude_class,1,1,2,0,0,0,"['26', '30', '34', '38']","['lambda x: (4 * x) + 6', 'lambda x: (4 * x) | 10', 'lambda x: (2 * x) + 8', 'lambda x: (2 * x) | 10']",
545,text-davinci-003,"14,18,22,26","{'fn': 'lambda x: (4 * x) + 2', 'offset': 3, 'metadata': ('arithmetic_progression', 3, 2)}",2,3,8,exclude_class,1,1,2,0,1,0,"['30', '34', '38', '42', '46']","['lambda x: (1 * x) * 4', 'lambda x: (2 * x) + 12', 'lambda x: (4 * x) | 2', 'lambda x: (4 * x) - 2']",
546,text-davinci-003,"0,4,8,12","{'fn': 'lambda x: (2 * x) * 2', 'offset': 0, 'metadata': ('geometric_progression', 1, 2)}",2,3,8,exclude_class,0,0,2,0,0,0,"['16', '20', '24', '28', '32', '36', '40', '44', '48', '52', '56', '60', '64', '68', '72', '76', '80', '84', '88', '92', '96', '100']","['lambda x: (4 * x) * 1', 'lambda x: (4 * x) * 2', 'lambda x: (4 * x) * 3', 'lambda x: (4 * x) * 4', 'lambda x: (2 * x) ** 2', 'lambda x: (3 * x) ** 2', 'lambda x: (1 * x) ** 4', 'lambda x: (5 * x) * 2']",
547,text-davinci-003,"0,4,8,12","{'fn': 'lambda x: (4 * x) | 0', 'offset': 0, 'metadata': ('bit_or_progression', 3, 0)}",2,3,8,exclude_class,1,1,2,0,1,0,"['16', '20', '24', '28', '32', '36', '40', '44', '48', '52', '56', '60', '64', '68', '72', '76', '80', '84', '88', '92', '96']","['lambda x: (4 * x) * 0', 'lambda x: (4 * x) * 1', 'lambda x: (4 * x) * 2', 'lambda x: (4 * x) * 3']",
548,text-davinci-003,"0,4,8,12","{'fn': 'lambda x: (4 * x) * 1', 'offset': 0, 'metadata': ('geometric_progression', 3, 1)}",2,3,8,exclude_class,0,0,2,1,1,0,"['16', '20', '24', '28', '32', '36', '40', '44', '48', '52', '56', '60', '64', '68', '72', '76', '80', '84', '88', '92', '96', '100', '104', '108', '112', '116', '120', '124', '128', '132', '136', '140', '144', '148', '152', '156', '160', '164', '168', '172', '176', '180', '184', '188', '192', '196', '200', '204', '208', '212', '216', '220', '224', '228', '232', '236', '240', '244', '248', '252', '256', '260', '264', '268', '272', '276', '280', '284', '288', '292', '296', '300', '304', '308', '312', '316', '320', '324', '328', '332', '336', '340', '344', '348', '352', '356', '360', '364', '368', '372', '376', '380', '384', '388', '392', '396', '400', '404', '408', '412', '416', '420', '424', '428', '432', '436', '440', '444', '448', '452', '456', '460', '464', '468', '472', '476', '480', '484', '488', '492', '496', '500', '504', '508', '512', '516', '520', '524', '528', '532', '536', '540', '544', '548', '552', '556', '560', '564', '568', '572', '576', '580', '584', '588', '592', '596', '600', '604', '608', '612', '616', '620', '624', '628', '632', '636', '640', '644', '648', '652', '656', '660', '664', '668', '672', '676', '680', '684', '688']","['lambda x: (4 * x) * 1', 'lambda x: (3 * x) + 4', 'lambda x: (2 * x) * 2', 'lambda x: (1 * x) * 4']",
549,text-davinci-003,"0,4,8,12","{'fn': 'lambda x: (4 * x) + 0', 'offset': 0, 'metadata': ('arithmetic_progression', 3, 0)}",2,3,8,exclude_class,1,0,2,1,0,0,"['16', '20', '24', '28', '32', '36', '40', '44', '48', '52', '56', '60', '64', '68', '72', '76', '80', '84', '88', '92', '96']","['lambda x: (4 * x)', 'lambda x: (x * 4) % (1+1)', 'lambda x: [i for i in range(100) if i % (2 + 1) or i % (0 + 1)][x]', 'lambda x: (x * 4) + 0']",
550,text-davinci-003,"0,4,8,12","{'fn': 'lambda x: (4 * x) ** 1', 'offset': 0, 'metadata': ('exponential_progression', 3, 1)}",2,3,8,exclude_class,0,0,2,0,0,0,"['16', '20', '24', '28', '32', '36', '40', '44', '48', '52', '56', '60', '64', '68', '72', '76', '80', '84', '88', '92', '96', '100']","['lambda x: (1 * x) * 4', 'lambda x: (2 * x) * 2', 'lambda x: (4 * x) * 1']",
551,text-davinci-003,"4,8,12,16","{'fn': 'lambda x: (2 * x) * 2', 'offset': 1, 'metadata': ('geometric_progression', 1, 2)}",2,3,8,exclude_class,1,0,2,0,0,0,"['20', '24', '28', '32', '36', '40', '44', '48', '52', '56', '60', '64', '68', '72', '76', '80', '84', '88', '92', '96']","['lambda x: 4 * x', 'lambda x: (x * 4) + 0', 'lambda x: (x * 4) + 4']",
552,text-davinci-003,"4,8,12,16","{'fn': 'lambda x: (4 * x) | 0', 'offset': 1, 'metadata': ('bit_or_progression', 3, 0)}",2,3,8,exclude_class,1,0,2,1,0,0,"['18', '20', '24', '28', '32', '36', '40', 'etc.']","['lambda x: 4 * x', 'lambda x: (2 * x) + 2', 'lambda x: (4 * x) - 4', 'lambda x: (2 * x) ** 2']",
553,text-davinci-003,"4,8,12,16","{'fn': 'lambda x: (4 * x) * 1', 'offset': 1, 'metadata': ('geometric_progression', 3, 1)}",2,3,8,exclude_class,1,0,2,0,1,0,"['20', '24', '28', '32', '36', '40', '44', '48', '52', '56', '60', '64', '68', '72', '76', '80']","['lambda x: (2 * x) + 2', 'lambda x: (2 * x) * 4', 'lambda x: (4 * x) + 0', 'lambda x: (4 * x) * 1']",
554,text-davinci-003,"4,8,12,16","{'fn': 'lambda x: (4 * x) + 0', 'offset': 1, 'metadata': ('arithmetic_progression', 3, 0)}",2,3,8,exclude_class,0,0,2,0,1,0,"['20', '24', '28', '32', '36', '40', '44', '48', 'etc.']","['lambda x: (4 * x) + 0', 'lambda x: (4 * x) * 1', 'lambda x: (2 * x) * 2', 'lambda x: (4 * x) * 2']",
555,text-davinci-003,"4,8,12,16","{'fn': 'lambda x: (4 * x) ** 1', 'offset': 1, 'metadata': ('exponential_progression', 3, 1)}",2,3,8,exclude_class,1,1,2,0,0,0,"['20', '24', '28', '32']","['lambda x: (4 * x) * 1', 'lambda x: (4 * x) + 4', 'lambda x: 4 ** (x + 1)']",
556,text-davinci-003,"8,12,16,20","{'fn': 'lambda x: (4 * x) | 0', 'offset': 2, 'metadata': ('bit_or_progression', 3, 0)}",2,3,8,exclude_class,0,0,2,1,1,0,"['24', '28', '32', '36', '40']","['lambda x: (4 * x) + 0', 'lambda x: (2 * x) + 6', 'lambda x: (x * 4) % (4+1)']",
557,text-davinci-003,"8,12,16,20","{'fn': 'lambda x: (4 * x) * 1', 'offset': 2, 'metadata': ('geometric_progression', 3, 1)}",2,3,8,exclude_class,1,0,2,0,0,0,"['24', '28', '32', '36']","['lambda x: (4 * x) + 4', 'lambda x: (4 * x) + 8', 'lambda x: (4 * x) + 12', 'lambda x: (4 * x) + 16']",
558,text-davinci-003,"8,12,16,20","{'fn': 'lambda x: (4 * x) + 0', 'offset': 2, 'metadata': ('arithmetic_progression', 3, 0)}",2,3,8,exclude_class,1,0,2,0,0,0,"['24', '28', '32', '36']","['lambda x: (4 * x) ** 1', 'lambda x: (4 * x) | 4', 'lambda x: (4 * x) + 4']",
559,text-davinci-003,"8,12,16,20","{'fn': 'lambda x: (4 * x) ** 1', 'offset': 2, 'metadata': ('exponential_progression', 3, 1)}",2,3,8,exclude_class,1,1,2,0,0,0,"['24', '28', '32', '36']","['lambda x: (4 * x) + 4', 'lambda x: (x * 4) + 4', 'lambda x: (x * 4) % (4+1) + 4']",
560,text-davinci-003,"12,16,20,24","{'fn': 'lambda x: (2 * x) * 2', 'offset': 3, 'metadata': ('geometric_progression', 1, 2)}",2,3,8,exclude_class,0,0,2,0,1,0,"['28', '32', '36', '40', '44', '48']","['lambda x: (4 * x) + 0', 'lambda x: (4 * x) | 0', 'lambda x: (4 * x) % (4+1)']",
561,text-davinci-003,"12,16,20,24","{'fn': 'lambda x: (4 * x) | 0', 'offset': 3, 'metadata': ('bit_or_progression', 3, 0)}",2,3,8,exclude_class,1,1,2,0,0,0,"['28', '32', '36', '40']","['lambda x: (4 * x) | 8', 'lambda x: (4 * x) + 4', 'lambda x: (4 * x) * 3']",
562,text-davinci-003,"12,16,20,24","{'fn': 'lambda x: (4 * x) * 1', 'offset': 3, 'metadata': ('geometric_progression', 3, 1)}",2,3,8,exclude_class,1,0,2,0,0,0,"['28', '32', '36', '40']","['lambda x: (4 * x) + 8', 'lambda x: (x * 4) + 8', 'lambda x: (x * 5) - 4']",
563,text-davinci-003,"12,16,20,24","{'fn': 'lambda x: (4 * x) + 0', 'offset': 3, 'metadata': ('arithmetic_progression', 3, 0)}",2,3,8,exclude_class,1,0,2,0,0,0,"['28', '32', '36', '40']","['lambda x: (4 * x) + 8', 'lambda x: (4 * x) + 12', 'lambda x: (4 * x) + 16']",
564,text-davinci-003,"12,16,20,24","{'fn': 'lambda x: (4 * x) ** 1', 'offset': 3, 'metadata': ('exponential_progression', 3, 1)}",2,3,8,exclude_class,1,0,2,0,0,0,"['28', '32', '36', '40']","['lambda x: (4 * x) + 8', 'lambda x: (x * 4) + 8', 'lambda x: (x * 4) + 4']",
565,text-davinci-003,"0,6,12,18","{'fn': 'lambda x: (2 * x) * 3', 'offset': 0, 'metadata': ('geometric_progression', 1, 3)}",2,3,8,exclude_class,1,0,2,0,2,0,"['24', '30', '36', '42', '48', '54', '60', '66', '72', '78', '84', '90', '96', '102', '108', '114', '120', '126', '132', '138', '144', '150', '156', '162', '168', '174', '180', '186', '192', '198', '204', '210', '216', '222', '228', '234', '240', '246', '252', '258', '264', '270', '276', '282', '288', '294', '300', '306', '312', '318', '324', '330', '336', '342', '348', '354', '360', '366', '372', '378', '384', '390', '396', '402', '408', '414', '420', '426', '432', '438', '444', '450', '456', '462', '468', '474', '480', '486', '492', '498', '504', '510', '516', '522', '528', '534', '540', '546', '552', '558', '564', '570', '576', '582', '588', '594', '600']","['lambda x: (6 * x) | 0', 'lambda x: (3 * x) * 2', 'lambda x: (2 * x) * 3', 'lambda x: (1 * x) * 6']",
566,text-davinci-003,"0,6,12,18","{'fn': 'lambda x: (3 * x) * 2', 'offset': 0, 'metadata': ('geometric_progression', 2, 2)}",2,3,8,exclude_class,1,0,2,0,0,0,"['24', '30', '36']","['lambda x: (6 * x) % (0+1)', 'lambda x: (6 * x) | 0', 'lambda x: (6 * x) + 0']",
567,text-davinci-003,"6,12,18,24","{'fn': 'lambda x: (2 * x) * 3', 'offset': 1, 'metadata': ('geometric_progression', 1, 3)}",2,3,8,exclude_class,1,0,2,0,0,0,"['30', '36', '42', '48']","['lambda x: (6 * x) % (0+1)', 'lambda x: (6 * x) % (1+1)', 'lambda x: (6 * x) % (2+1)', 'lambda x: (6 * x) % (3+1)', 'lambda x: (6 * x) % (4+1)', 'lambda x: (6 * x) % (5+1)', 'lambda x: (6 * x) % (6+1)', 'lambda x: (6 * x) % (7+1)', 'lambda x: (6 * x) % (8+1)', 'lambda x: (6 * x) % (9+1)', 'lambda x: (6 * x) % (10+1)', 'lambda x: (6 * x) % (11+1)', 'lambda x: (6 * x) % (12+1)', 'lambda x: (6 * x) % (13+1)', 'lambda x: (6 * x) % (14+1)', 'lambda x: (6 * x) % (15+1)', 'lambda x: (6 * x) % (16+1)', 'lambda x: (6 * x) % (17+1)', 'lambda x: (6 * x) % (18+1)', 'lambda x: (6 * x) % (19+1)', 'lambda x: (6 * x) % (20+1)', 'lambda x: (6 * x) % (21+1)', 'lambda x: (6 * x) % (22+1)', 'lambda x: (6 * x) % (23+1)', 'lambda x: (6 * x) % (24+1)', 'lambda x: (6 * x) % (25+1)', 'lambda x: (6 * x) % (26+1)', 'lambda x: (6 * x) % (27+1)', 'lambda x: (6 * x) % (28+1)', 'lambda x: (6 * x) % (29+1)', 'lambda x: (6 * x) % (30+1)', 'lambda x: (6 * x) % (31+1) \\']",
568,text-davinci-003,"6,12,18,24","{'fn': 'lambda x: (3 * x) * 2', 'offset': 1, 'metadata': ('geometric_progression', 2, 2)}",2,3,8,exclude_class,0,0,2,0,2,0,"['30', '36', '42', '48']","['lambda x: (x * 2) * 3', 'lambda x: (x * 3) * 2', 'lambda x: (2 * x) * 3', 'lambda x: (3 * x) * 2']",
569,text-davinci-003,"12,18,24,30","{'fn': 'lambda x: (2 * x) * 3', 'offset': 2, 'metadata': ('geometric_progression', 1, 3)}",2,3,8,exclude_class,1,1,2,0,2,0,"['36', '42', '48', '54']","['lambda x: (6 * x) * 1', 'lambda x: (3 * x) * 2', 'lambda x: (2 * x) * 3', 'lambda x: (1 * x) * 4']",
570,text-davinci-003,"12,18,24,30","{'fn': 'lambda x: (3 * x) * 2', 'offset': 2, 'metadata': ('geometric_progression', 2, 2)}",2,3,8,exclude_class,1,0,2,0,0,0,"['36', '42', '48', '54']","['lambda x: (3 * x) + 6', 'lambda x: (6 * x) + 6', 'lambda x: (2 * x) * 6', 'lambda x: (3 * x) * 4']",
571,text-davinci-003,"2,4,6,8","{'fn': 'lambda x: (2 * x) + 0', 'offset': 1, 'metadata': ('arithmetic_progression', 1, 0)}",2,3,8,exclude_class,1,0,2,0,1,0,"['10', '12', '14', '16', '18', '20', '22', '24', '26', '28', '30']","['lambda x: (2 * x) * 1', 'lambda x: (2 * x) + 0', 'lambda x: (2 ** x) * 1', 'lambda x: (2 ** x) + 0', 'lambda x: (2 ** (x - 1)) * 2', 'lambda x: (2 ** (x - 1)) + 2']",
572,text-davinci-003,"2,4,6,8","{'fn': 'lambda x: (2 * x) + 2', 'offset': 0, 'metadata': ('arithmetic_progression', 1, 2)}",2,3,8,exclude_class,1,0,2,0,1,0,"['10', '12', '14', '16', '18', '20', '22', '24', '26', '28', '30', '32', '34', '36', '38', '40', '42', '44', '46', '48', '50', '52', '54', '56', '58', '60', '62', '64', '66', '68', '70', '72', '74', '76', '78', '80', '82', '84', '86', '88', '90', '92', '94', '96', '98', '100']","['lambda x: (2 * x) + 0', 'lambda x: (2 * x) + 2', 'lambda x: (2 * x) + 4', 'lambda x: (2 * x) + 6']",
573,text-davinci-003,"2,4,6,8","{'fn': 'lambda x: (2 * x) | 0', 'offset': 1, 'metadata': ('bit_or_progression', 1, 0)}",2,3,8,exclude_class,1,0,2,0,2,0,"['10', '12', '14', '16', '18', '20']","['lambda x: (2 * x) + 0', 'lambda x: (2 * x) * 1', 'lambda x: (2 * x) ** 1', 'lambda x: (2 * x) | 0']",
574,text-davinci-003,"2,4,6,8","{'fn': 'lambda x: (1 * x) * 2', 'offset': 1, 'metadata': ('geometric_progression', 0, 2)}",2,3,8,exclude_class,1,0,2,2,1,1,"['10', '12', '14', '16', '18', '20']","['lambda x: (2 * x) | 0', 'lambda x: (2 * x) + 0', 'lambda x: (2 * x) * 1', 'lambda x: (2 * x) ** 1']",
575,text-davinci-003,"2,4,6,8","{'fn': 'lambda x: (2 * x) * 1', 'offset': 1, 'metadata': ('geometric_progression', 1, 1)}",2,3,8,exclude_class,0,1,2,0,2,0,"['10', '12', '14', '16', '18', '20', 'etc.']","['lambda x: (2 * x) + 0', 'lambda x: (2 * x) + 2', 'lambda x: (2 * x) * 1', 'lambda x: (2 * x) ** 1']",
576,text-davinci-003,"4,6,8,10","{'fn': 'lambda x: (2 * x) + 0', 'offset': 2, 'metadata': ('arithmetic_progression', 1, 0)}",2,3,8,exclude_class,1,0,2,0,0,0,"['12', '14', '16', '18', '20']","['lambda x: (2 * x) + 2', 'lambda x: (2 * x) * 2', 'lambda x: (5 * x) // 2', 'lambda x: (10 * x) // 5']",
577,text-davinci-003,"4,6,8,10","{'fn': 'lambda x: (2 * x) + 2', 'offset': 1, 'metadata': ('arithmetic_progression', 1, 2)}",2,3,8,exclude_class,1,0,2,1,1,0,"['12', '14', '16']","['lambda x: (2 * x) + 2', 'lambda x: (2 * x) * 3', 'lambda x: (2 * x) ** 2', 'lambda x: (2 * x) ** 4']",
578,text-davinci-003,"4,6,8,10","{'fn': 'lambda x: (2 * x) | 0', 'offset': 2, 'metadata': ('bit_or_progression', 1, 0)}",2,3,8,exclude_class,0,1,2,0,0,0,"['12', '14', '16', '18', '20']","['lambda x: (2 * x) + 2', 'lambda x: (x * 2) + 2', 'lambda x: (x * 4) % (2+1)']",
579,text-davinci-003,"4,6,8,10","{'fn': 'lambda x: (2 * x) ** 1', 'offset': 2, 'metadata': ('exponential_progression', 1, 1)}",2,3,8,exclude_class,1,0,2,1,0,0,"['12', '14', '16', '18', '20']","['lambda x: 2 * x + 2', 'lambda x: (x * 2) + 2', 'lambda x: (x + 2) * 2', 'lambda x: (x + 4) * 1']",
580,text-davinci-003,"4,6,8,10","{'fn': 'lambda x: (1 * x) * 2', 'offset': 2, 'metadata': ('geometric_progression', 0, 2)}",2,3,8,exclude_class,1,0,2,0,0,0,"['12', '14', '16', '18']","['lambda x: (2 * x) + 2', 'lambda x: (1 * x) * 4', 'lambda x: (2 * x) * 2', 'lambda x: (5 * x) | 4']",
581,text-davinci-003,"4,6,8,10","{'fn': 'lambda x: (2 * x) * 1', 'offset': 2, 'metadata': ('geometric_progression', 1, 1)}",2,3,8,exclude_class,1,0,2,0,0,0,"['12', '14', '16', '18', '20']","['lambda x: (2 * x) + 2', 'lambda x: (2 * x) | 2', 'lambda x: (2 * x) ^ 2', 'lambda x: (2 * x) % 2']",
582,text-davinci-003,"6,8,10,12","{'fn': 'lambda x: (2 * x) + 0', 'offset': 3, 'metadata': ('arithmetic_progression', 1, 0)}",2,3,8,exclude_class,1,1,2,0,0,0,"['14', '16', '18', '20', '22', '24', '26', '28', '30']","['lambda x: (2 * x) + 4', 'lambda x: (3 * x) + 2', 'lambda x: (4 * x) + 0', 'lambda x: (6 * x) - 2']",
583,text-davinci-003,"6,8,10,12","{'fn': 'lambda x: (2 * x) + 2', 'offset': 2, 'metadata': ('arithmetic_progression', 1, 2)}",2,3,8,exclude_class,1,0,2,0,1,0,"['14', '16', '18', '20']","['lambda x: (2 * x) | 4', 'lambda x: (2 * x) + 4', 'lambda x: (2 * x) + 2']",
584,text-davinci-003,"6,8,10,12","{'fn': 'lambda x: (2 * x) | 0', 'offset': 3, 'metadata': ('bit_or_progression', 1, 0)}",2,3,8,exclude_class,0,0,2,1,0,0,"['14', '16', '18', '20']","['lambda x: (2 * x) + 4', 'lambda x: (x * 4) % (2+1)', 'lambda x: (x * 2) + 6']",
585,text-davinci-003,"6,8,10,12","{'fn': 'lambda x: (2 * x) ** 1', 'offset': 3, 'metadata': ('exponential_progression', 1, 1)}",2,3,8,exclude_class,1,0,2,0,0,0,"['14', '16', '18', '20']","['lambda x: (2 * x) + 4', 'lambda x: (2 * x) + 6', 'lambda x: (2 * x) + 8', 'lambda x: (2 * x) + 10', 'lambda x: (2 * x) + 12']",
586,text-davinci-003,"6,8,10,12","{'fn': 'lambda x: (1 * x) * 2', 'offset': 3, 'metadata': ('geometric_progression', 0, 2)}",2,3,8,exclude_class,1,0,2,0,0,0,"['14', '16', '18', '20']","['lambda x: (x * 2) + 6', 'lambda x: (x * 2) + 4', 'lambda x: (x * 2) + 2', 'lambda x: (x * 2) + 0']",
587,text-davinci-003,"6,8,10,12","{'fn': 'lambda x: (2 * x) * 1', 'offset': 3, 'metadata': ('geometric_progression', 1, 1)}",2,3,8,exclude_class,1,0,2,0,0,0,"['14', '16', '18', '20']","['lambda x: (2 * x) + 4', 'lambda x: (x * 4) % (3+1)', 'lambda x: (x * 2) + 6']",
588,text-davinci-003,"0,2,4,6","{'fn': 'lambda x: (2 * x) + 0', 'offset': 0, 'metadata': ('arithmetic_progression', 1, 0)}",2,3,8,exclude_class,1,0,2,0,0,0,"['8', '10', '12', '14', '16', '18', '20', 'etc.']","['lambda x: 2 * x', 'lambda x: (x * 4) % (0+1)', 'lambda x: (x * 2) + 0', 'lambda x: (x * 3) % (2+1)']",
589,text-davinci-003,"0,2,4,6","{'fn': 'lambda x: (2 * x) ** 1', 'offset': 0, 'metadata': ('exponential_progression', 1, 1)}",2,3,8,exclude_class,1,0,2,0,1,0,"['8', '10', '12', '14', '16', '18', '20', 'etc.']","['lambda x: (1 * x) * 2', 'lambda x: (2 * x) + 0', 'lambda x: (x * 5) % (2+1)']",
590,text-davinci-003,"0,2,4,6","{'fn': 'lambda x: (1 * x) * 2', 'offset': 0, 'metadata': ('geometric_progression', 0, 2)}",2,3,8,exclude_class,1,0,2,0,0,0,"['8', '10', '12']","['lambda x: (2 * x) | 0', 'lambda x: (x * 4) % (2+1)', 'lambda x: (x * 2) % (1+1)']",
591,text-davinci-003,"0,2,4,6","{'fn': 'lambda x: (2 * x) * 1', 'offset': 0, 'metadata': ('geometric_progression', 1, 1)}",2,3,8,exclude_class,1,0,2,1,0,1,"['8', '10', '12', '14', '16', '18', '20', '22', '24', '26', '28', '30', '32', '34', '36', '38', '40', '42', '44', '46', '48', '50', '52', '54', '56', '58', '60', '62', '64', '66', '68', '70', '72', '74', '76', '78', '80', '82', '84', '86', '88', '90', '92', '94', '96', '98', '100']","['lambda x: 2 * x', 'lambda x: [i for i in range(100) if i % (2 + 1) or i % (0 + 1)][x]', 'lambda x: [i for i in range(100) if i % (1 + 1) or i % (1 + 1)][x]', 'lambda x: [i for i in range(100) if i % (2 + 1) or i % (2 + 1)][x]']",
592,text-davinci-003,"1,4,16,64","{'fn': 'lambda x: 2 ** (2 * x)', 'offset': 0, 'metadata': ('power_progression', 1, 2)}",2,3,8,exclude_class,1,0,2,0,0,0,"['128', '256', '512']","['lambda x: (1 * x) ** 2', 'lambda x: (2 * x) ** 2', 'lambda x: (4 * x) ** 2', 'lambda x: (8 * x) ** 2']",
593,text-davinci-003,"1,4,16,64","{'fn': 'lambda x: 4 ** (1 * x)', 'offset': 0, 'metadata': ('power_progression', 3, 1)}",2,3,8,exclude_class,1,0,2,0,0,0,"['128', '256', '512']","['lambda x: (2 * x) ** 2', 'lambda x: (4 * x) ** 1', 'lambda x: (4 * x) ** 2', 'lambda x: (4 * x) ** 3']",
594,text-davinci-003,"16,64,256,1024","{'fn': 'lambda x: 2 ** (2 * x)', 'offset': 2, 'metadata': ('power_progression', 1, 2)}",2,3,8,exclude_class,1,0,2,0,0,0,"['2048', '4096', '8192', '16384']","['lambda x: 2 ** (4 * x)', 'lambda x: 4 ** (2 * x)', 'lambda x: 16 ** (x)', 'lambda x: (2 ** x) * 16']",
595,text-davinci-003,"3,7,11,15","{'fn': 'lambda x: (4 * x) | 3', 'offset': 0, 'metadata': ('bit_or_progression', 3, 3)}",2,3,8,exclude_class,1,0,0,0,1,0,"['17', '21', '25', '29']","['lambda x: (4 * x) + 3', 'lambda x: (2 * x) + 3', 'lambda x: (x * 5) % (1+1)']",
596,text-davinci-003,"3,7,11,15","{'fn': 'lambda x: (4 * x) + 3', 'offset': 0, 'metadata': ('arithmetic_progression', 3, 3)}",2,3,8,exclude_class,0,0,1,0,1,0,"['19', '23', '27', '31']","['lambda x: (4 * x) + 3', 'lambda x: (4 * x) | 1', 'lambda x: (4 * x) ^ 2', 'lambda x: (4 * x) ** 1']",
597,text-davinci-003,"1,5,9,13","{'fn': 'lambda x: (4 * x) | 1', 'offset': 0, 'metadata': ('bit_or_progression', 3, 1)}",2,3,8,exclude_class,1,0,2,0,1,0,"['17', '21', '25', '29']","['lambda x: (2 * x) + 1', 'lambda x: (4 * x) + 1', 'lambda x: (x * 4) % (3+1)']",
598,text-davinci-003,"1,5,9,13","{'fn': 'lambda x: (4 * x) + 1', 'offset': 0, 'metadata': ('arithmetic_progression', 3, 1)}",2,3,8,exclude_class,1,1,2,0,1,0,"['17', '21', '25', '29', '33', '37', '41', '45', '49', '53', '57', '61', '65', '69', '73', '77', '81', '85', '89', '93', '97']","['lambda x: (4 * x) + 1', 'lambda x: (4 * x) + 5', 'lambda x: (4 * x) + 9', 'lambda x: (4 * x) + 13']",
599,text-davinci-003,"5,9,13,17","{'fn': 'lambda x: (4 * x) | 1', 'offset': 1, 'metadata': ('bit_or_progression', 3, 1)}",2,3,8,exclude_class,1,1,2,0,1,0,"['21', '25', '29', '33', '37', '41', '45', '49', '53', '57', '61', '65', '69', '73', '77', '81', '85', '89', '93', '97']","['lambda x: (2 * x) + 3', 'lambda x: (4 * x) - 1', 'lambda x: (4 * x) + 1']",
600,text-davinci-003,"9,13,17,21","{'fn': 'lambda x: (4 * x) + 1', 'offset': 2, 'metadata': ('arithmetic_progression', 3, 1)}",2,3,8,exclude_class,1,0,2,0,0,0,"['25', '29', '33', '37']","['lambda x: (4 * x) | 5', 'lambda x: (4 * x) + 5', 'lambda x: (4 * x) ^ 5']",
601,text-davinci-003,"13,17,21,25","{'fn': 'lambda x: (4 * x) | 1', 'offset': 3, 'metadata': ('bit_or_progression', 3, 1)}",2,3,8,exclude_class,0,0,2,0,0,0,"['27', '29', '31']","['lambda x: (4 * x) + 9', 'lambda x: (x * 4) + 5', 'lambda x: (x * 4) + 1']",
602,text-davinci-003,"13,17,21,25","{'fn': 'lambda x: (4 * x) + 1', 'offset': 3, 'metadata': ('arithmetic_progression', 3, 1)}",2,3,8,exclude_class,1,1,0,0,0,0,"['27', '31', '35', '39']","['lambda x: (4 * x) + 9', 'lambda x: (4 * x) + 13', 'lambda x: (4 * x) + 17', 'lambda x: (4 * x) + 21']",
603,text-davinci-003,"0,1,0,1","{'fn': 'lambda x: (x * 3) % (1+1)', 'offset': 0, 'metadata': ('modular_progression', 2, 1)}",2,3,8,exclude_class,1,0,2,0,0,0,"['0', '1']","['lambda x: x % 2', 'lambda x: (x * 4) % (1+1)', 'lambda x: (x * 2) % (2+1)']",
604,text-davinci-003,"0,1,0,1","{'fn': 'lambda x: (x * 1) % (1+1)', 'offset': 2, 'metadata': ('modular_progression', 0, 1)}",2,3,8,exclude_class,0,0,2,1,0,0,"['0', '1']","['lambda x: (x * 2) % (2+1)', 'lambda x: (x % 2) * 1', 'lambda x: (x % 2) ** 1', 'lambda x: (x % 2) + 0']",
605,text-davinci-003,"7,11,15,19","{'fn': 'lambda x: (4 * x) | 3', 'offset': 1, 'metadata': ('bit_or_progression', 3, 3)}",2,3,8,exclude_class,1,1,2,0,2,0,"['23', '27', '31', '35', '39']","['lambda x: (4 * x) + 3', 'lambda x: (4 * x) | 3', 'lambda x: (4 * x) - 2', 'lambda x: (4 * x) + 1']",
606,text-davinci-003,"7,11,15,19","{'fn': 'lambda x: (4 * x) + 3', 'offset': 1, 'metadata': ('arithmetic_progression', 3, 3)}",2,3,8,exclude_class,1,1,2,1,1,0,"['23', '27', '31']","['lambda x: (2 * x) + 5', 'lambda x: (4 * x) - 3', 'lambda x: (4 * x) + 3']",
607,text-davinci-003,"11,15,19,23","{'fn': 'lambda x: (4 * x) | 3', 'offset': 2, 'metadata': ('bit_or_progression', 3, 3)}",2,3,8,exclude_class,1,0,2,0,1,0,"['27', '31', '35', '39']","['lambda x: (4 * x) + 7', 'lambda x: (4 * x) | 3', 'lambda x: (4 * x) ^ 3', 'lambda x: (4 * x) % (7 + 1)']",
608,text-davinci-003,"15,19,23,27","{'fn': 'lambda x: (4 * x) | 3', 'offset': 3, 'metadata': ('bit_or_progression', 3, 3)}",2,3,8,exclude_class,1,1,2,0,1,0,"['31', '35', '39', '43']","['lambda x: (1 * x) + 15', 'lambda x: (4 * x) + 3', 'lambda x: (4 * x) + 11']",
609,text-davinci-003,"15,19,23,27","{'fn': 'lambda x: (4 * x) + 3', 'offset': 3, 'metadata': ('arithmetic_progression', 3, 3)}",2,3,8,exclude_class,1,0,2,0,0,0,"['31', '35', '39', '43']","['lambda x: (4 * x) + 11', 'lambda x: (4 * x) * 4 - 1', 'lambda x: (4 * x) * 5 - 2']",
